DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2016-0445-PHL,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,PHL,31,South-eastern Asia,0,"Pampanga district (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,Yes,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,8.0,18.0,2016,8.0,22.0,-0.05055691793454813,44.0,1300000.0,3000.0,0.03826478989022231,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24223,""adm2_name"":""Pampanga""}]",2016-11-25,2023-09-25,2016-08-18,2016-08-22,-0.17224144462160398,3
2016-0456-PHL,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Tropical storm Marce (Tokage),PHL,31,South-eastern Asia,0,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17623928313658696,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,11.0,23.0,2016,11.0,25.0,-0.051048969604948785,44.0,14309.0,3000.0,-0.10539915537007123,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24248,""adm2_name"":""Capiz""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24278,""adm2_name"":""Surigao Del Sur""},{""adm2_code"":67168,""adm2_name"":""Dinagat""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""},{""adm2_code"":24236,""adm2_name"":""Romblon""}]",2016-11-29,2023-09-25,2016-11-23,2016-11-25,-0.21020354106547148,4
2016-0458-IDN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,Dompu district (Nusatenggara Barat Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17688854622181002,Moment Magnitude,-4.581171796354582,1.3469941504432397,Yangtze river,2016,8.0,1.0,2016,8.0,1.0,-0.051048969604948785,44.0,3410.0,3000.0,-0.10661701669086443,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":18144,""adm2_name"":""Dompu""}]",2016-11-29,2023-09-25,2016-08-01,2016-08-01,-0.248165637509339,3
2016-0472-THA,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,DFO:4423,Dengue,THA,41,South-eastern Asia,0,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,Yes,1068.0,0.7142216001938351,Km2,-1.4711352124313835,0.19366562710109791,Yangtze river,2016,12.0,1.0,2016,12.0,10.0,-0.05178704711054975,44.0,582343.0,3000.0,-0.041926668215703976,10000000.0,10411641.0,147000.0,199782.0,25000.0,31739.0,78.76792299752094,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2867,""adm1_name"":""Krabi""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2887,""adm1_name"":""Pattani""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""},{""adm1_code"":2920,""adm1_name"":""Trang""}]",2016-12-06,2023-09-25,2016-12-01,2016-12-10,-0.07733620351193518,1
2016-0475-IDN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:EQ-2016-000127,Dengue,IDN,13,South-eastern Asia,0,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",Heavy rains,"Slide (land, mud, snow, rock)",No,Yes,No,1068.0,-0.17688061225335514,Moment Magnitude,-2.7287081398934228,-0.12030090814617651,Yangtze river,2016,12.0,7.0,2016,12.0,7.0,-0.029644721942520626,857.0,85161.0,3000.0,-0.09738634525421104,10000000.0,10411641.0,147000.0,199782.0,100000.0,126955.0,78.76792299752094,"[{""adm2_code"":17968,""adm2_name"":""Pidie""}]",2016-12-07,2023-09-25,2016-12-07,2016-12-07,-0.248165637509339,1
2016-0479-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Karawang, Bandung districts (Jawa Barat province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Citarum,2016,11.0,13.0,2016,11.0,15.0,-0.05400127962735267,44.0,19669.0,3000.0,-0.10480022549765618,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":18014,""adm2_name"":""Karawang""},{""adm2_code"":73636,""adm2_name"":""Bandung""}]",2016-12-08,2023-09-25,2016-11-13,2016-11-15,-0.21020354106547148,4
2016-0480-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Xinjinag Uygur Zizhiqu province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17687928992527932,Moment Magnitude,1.9312006224187184,-1.611456071567087,Yangtze river,2016,11.0,25.0,2016,11.0,25.0,-0.05498538296815396,44.0,37200.0,3000.0,-0.1028413002003972,10000000.0,10411641.0,147000.0,199782.0,5500.0,6983.0,78.76792299752094,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2016-12-08,2023-09-25,2016-11-25,2016-11-25,-0.248165637509339,4
2016-0481-SAU,No,nat-met-sto-bli,Natural,Meteorological,9,4,GLIDE:TC-2024-000161,Dengue,SAU,34,Western Asia,0,Qunfudah governorat (Makkah province),Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,11.0,28.0,2016,11.0,29.0,-0.054493331297753314,2.0,120.0,3000.0,-0.10698441994095784,10000000.0,10411641.0,147000.0,199782.0,50000.0,63478.0,78.76792299752094,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2016-12-08,2023-09-25,2016-11-28,2016-11-29,-0.22918458928740526,4
2016-0482-ARM,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:MS-2016-000070,Dengue,ARM,1,Western Asia,0,"Karchaghbyur city (Vardanis district, Gegharqunik province), Artik city (Artik district, Shirak province)",Heavy hailstorm and rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,6.0,24.0,2016,6.0,24.0,-0.051048969604948785,44.0,750.0,3000.0,-0.10691424681411518,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":4905,""adm2_name"":""Vardanis""},{""adm2_code"":4924,""adm2_name"":""Artik""}]",2016-12-08,2023-09-25,2016-06-24,2016-06-24,-0.248165637509339,3
2016-0485-IND,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Cyclone 'Vardah',IND,12,Southern Asia,0,Chennai district (Tamil Nadu province); Andhra Pradesh,Heavy rains,Flood,No,No,No,1068.0,-0.17511530427214786,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,12.0,12.0,2016,12.0,14.0,-0.04932678875854652,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,200000.0,253910.0,1000000.0,1269552.0,78.76792299752094,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70242,""adm2_name"":""Chennai""}]",2016-12-13,2023-09-25,2016-12-12,2016-12-14,-0.21020354106547148,1
2016-0489-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,DFO:4424,Dengue,MYS,24,South-eastern Asia,0,Terengganu province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.09392305360895344,Km2,-2.7505276614414873,0.3158050305869593,Yangtze river,2016,11.0,28.0,2016,12.0,7.0,-0.051048969604948785,44.0,400.0,3000.0,-0.1069533560408587,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2016-12-13,2023-09-25,2016-11-28,2016-12-07,-0.07733620351193518,4
2016-0490-PHL,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Typhoon Helen (Megi),PHL,31,South-eastern Asia,0,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,9.0,28.0,2016,9.0,28.0,-0.051048969604948785,44.0,1559.0,3000.0,-0.10682384863001373,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":24221,""adm2_name"":""Bulacan""}]",2016-12-14,2023-09-25,2016-09-28,2016-09-28,-0.248165637509339,4
2016-0492-JPN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,JPN,17,Eastern Asia,0,"Kurayoshi city (Kurayosisi district, Tottori province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17688457923758258,Moment Magnitude,1.4003961611110831,2.4282016203712073,Yangtze river,2016,10.0,21.0,2016,10.0,21.0,-0.051048969604948785,7.0,480.0,6.0,-0.10694296416060971,10000000.0,10411641.0,147000.0,199782.0,100000.0,126955.0,78.76792299752094,"[{""adm2_code"":36364,""adm2_name"":""Kurayosisi""}]",2016-12-14,2023-09-25,2016-10-21,2016-10-21,-0.248165637509339,4
2016-0497-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,DFO:4429|GLIDE:FL-2016-000133-VNM,Dengue,VNM,47,South-eastern Asia,0,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.4093698376387071,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,12.0,12.0,2016,12.0,20.0,-0.048588711252945546,16.0,559255.0,2850.0,-0.04418628759629671,10000000.0,10411641.0,147000.0,199782.0,35000.0,44434.0,78.76792299752094,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2016-12-20,2023-09-25,2016-12-12,2016-12-20,-0.09631725173386894,1
2016-0503-PHL,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2016-000134,Typhoon 'Nina' (Nock-Ten),PHL,31,South-eastern Asia,0,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,1068.0,-0.17452025663803306,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,12.0,25.0,2016,12.0,26.0,-0.04932678875854652,44.0,1893404.0,3000.0,0.10457213728025555,10000000.0,10411641.0,147000.0,199782.0,103661.0,131603.0,78.76792299752094,"[{""adm2_code"":24240,""adm2_name"":""Albay""},{""adm2_code"":24241,""adm2_name"":""Camarines Norte""},{""adm2_code"":24242,""adm2_name"":""Camarines Sur""},{""adm2_code"":24243,""adm2_name"":""Catanduanes""},{""adm2_code"":24244,""adm2_name"":""Masbate""},{""adm2_code"":24245,""adm2_name"":""Sorsogon""},{""adm2_code"":24259,""adm2_name"":""Northern Samar""},{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24234,""adm2_name"":""Quezon""},{""adm2_code"":24235,""adm2_name"":""Rizal""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""}]",2017-01-02,2023-09-25,2016-12-25,2016-12-26,-0.22918458928740526,1
2016-0509-MNG,No,nat-met-ext-sev,Natural,Meteorological,3,32,GLIDE:CW-2017-000001,Dengue,MNG,26,Eastern Asia,0,"Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,1068.0,-0.17485083865698572,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2016,12.0,23.0,2017,1.0,4.0,-0.051048969604948785,44.0,157000.0,3000.0,-0.08945477058932955,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2076,""adm1_name"":""Bayan-O'lgii""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2078,""adm1_name"":""Bulgan""},{""adm1_code"":2079,""adm1_name"":""Darxan-Uul""},{""adm1_code"":2081,""adm1_name"":""Dornod""},{""adm1_code"":2086,""adm1_name"":""Xentii""},{""adm1_code"":2087,""adm1_name"":""Xovd""},{""adm1_code"":2088,""adm1_name"":""Xo'vsgol""},{""adm1_code"":2090,""adm1_name"":""Orxon""},{""adm1_code"":2091,""adm1_name"":""O'vorxangai""},{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""},{""adm1_code"":2096,""adm1_name"":""Uvs""},{""adm1_code"":2097,""adm1_name"":""Zavxan""}]",2017-01-04,2023-09-25,2016-12-23,2017-01-04,-0.0203930588461339,1
2016-0513-SGP,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Dengue,SGP,35,South-eastern Asia,0,Taiwan Sheng province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2016,1.0,1.0,2016,1.0,31.0,-0.051048969604948785,13051.0,22200.0,3000.0,-0.10553972510505222,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-01-04,2023-09-25,2016-01-01,2016-01-31,0.32126580914867375,1
2016-0514-VNM,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,Taiwan Sheng province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2016,1.0,1.0,2016,9.0,30.0,-0.048588711252945546,79204.0,22200.0,3000.0,-0.09814774602858346,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-01-04,2023-09-25,2016-01-01,2016-09-30,4.933660527078578,1
2016-0516-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,DFO:4431|GLIDE:FL-2017-000002,Dengue,MYS,24,South-eastern Asia,0,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",Continous rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.3993103590347848,Km2,-2.8084385928457847,0.3057337682076602,"Sungai Golok, Sungai Galas, Sungai Kelantan, ungai Besut, Sungai Terengganu and Sungai Setiu",2016,12.0,26.0,2017,1.0,23.0,-0.051048969604948785,44.0,25000.0,3000.0,-0.10420453610402845,10000000.0,10411641.0,147000.0,199782.0,132000.0,167581.0,78.76792299752094,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm1_code"":1903,""adm1_name"":""Selangor""},{""adm2_code"":37356,""adm2_name"":""Bachok""},{""adm2_code"":37357,""adm2_name"":""Gua Musang""},{""adm2_code"":37358,""adm2_name"":""Jeli""},{""adm2_code"":37359,""adm2_name"":""Kota Bharu""},{""adm2_code"":37360,""adm2_name"":""Kuala Krai""},{""adm2_code"":37361,""adm2_name"":""Machang""},{""adm2_code"":37362,""adm2_name"":""Pasir Mas""},{""adm2_code"":37363,""adm2_name"":""Pasir Puteh""},{""adm2_code"":37364,""adm2_name"":""Tanah Merah""},{""adm2_code"":37365,""adm2_name"":""Tumpat""},{""adm2_code"":37393,""adm2_name"":""Kuala Kangsar""},{""adm2_code"":37463,""adm2_name"":""Besut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37465,""adm2_name"":""Hulu Terengganu""},{""adm2_code"":37466,""adm2_name"":""Kemaman""},{""adm2_code"":37468,""adm2_name"":""Marang""},{""adm2_code"":37469,""adm2_name"":""Setiu""}]",2017-01-05,2023-09-25,2016-12-26,2017-01-23,0.28330371270480625,1
2016-0517-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,10.0,30.0,2016,11.0,5.0,-0.05006486626414749,44.0,205205.0,1135.0,-0.08394148702497164,10000000.0,10411641.0,147000.0,199782.0,22000.0,27930.0,78.76792299752094,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm2_code"":32346,""adm2_name"":""Cam Xuyen""},{""adm2_code"":74075,""adm2_name"":""Duc Tho""},{""adm2_code"":74078,""adm2_name"":""Huong Khe""},{""adm2_code"":74079,""adm2_name"":""Huong Son""},{""adm2_code"":74080,""adm2_name"":""Vu Quang""},{""adm2_code"":32511,""adm2_name"":""Bo Trach""},{""adm2_code"":32513,""adm2_name"":""Le Thuy""},{""adm2_code"":32514,""adm2_name"":""Minh Hoa""},{""adm2_code"":32516,""adm2_name"":""Quang Trach""},{""adm2_code"":32517,""adm2_name"":""Tuyen Hoa""},{""adm2_code"":74197,""adm2_name"":""Cam Lo""},{""adm2_code"":74200,""adm2_name"":""Hai Lang""},{""adm2_code"":74202,""adm2_name"":""Trieu Phong""},{""adm2_code"":74203,""adm2_name"":""Vinh Linh""}]",2017-01-05,2024-04-09,2016-10-30,2016-11-05,-0.13427934817773646,4
2016-0525-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Bengawan Solo River,2016,11.0,30.0,2016,12.0,7.0,-0.05277115045135105,44.0,105000.0,3000.0,-0.09526528427693821,10000000.0,10411641.0,147000.0,199782.0,10000.0,12696.0,78.76792299752094,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm2_code"":73795,""adm2_name"":""Merangin""},{""adm2_code"":18038,""adm2_name"":""Grobogan""},{""adm2_code"":18040,""adm2_name"":""Karanganyar""},{""adm2_code"":18050,""adm2_name"":""Magelang""},{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18069,""adm2_name"":""Gresik""},{""adm2_code"":18099,""adm2_name"":""Tuban""},{""adm2_code"":18020,""adm2_name"":""Lebak""}]",2017-01-18,2023-09-25,2016-11-30,2016-12-07,-0.1152982999558027,4
2016-0526-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Near Shihezi district (Xinjiang Uygur Zizhiqu province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17688854622181002,Moment Magnitude,2.5603987752355506,-0.7802051672676285,Yangtze river,2016,12.0,8.0,2016,12.0,8.0,-0.051048969604948785,44.0,9000.0,120.0,-0.10597897759170587,10000000.0,10411641.0,147000.0,199782.0,135000.0,171390.0,78.76792299752094,"[{""adm2_code"":13284,""adm2_name"":""Changji Hui""}]",2017-01-20,2023-09-25,2016-12-08,2016-12-08,-0.248165637509339,1
2016-0527-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Bima city, East Rasanae, Mpuda, Raba, Rasanae West, Asakota districts (West Nusa Tenggara province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Paruga River,2016,12.0,21.0,2016,12.0,26.0,-0.051048969604948785,44.0,105753.0,3000.0,-0.09518114356911572,10000000.0,10411641.0,147000.0,199782.0,74000.0,93947.0,78.76792299752094,"[{""adm2_code"":73656,""adm2_name"":""Bima""},{""adm2_code"":73713,""adm2_name"":""Kota Bima""}]",2017-01-19,2023-09-25,2016-12-21,2016-12-26,-0.1532603963996702,1
2016-0531-PRK,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,PRK,10,Eastern Asia,0,Taiwan Sheng province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2016,7.0,22.0,2016,7.0,24.0,-0.05178704711054975,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2017-02-15,2023-09-25,2016-07-22,2016-07-24,-0.21020354106547148,3
2016-0536-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Shimen (Yunnan - Dali Bai),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17690309183064393,Moment Magnitude,0.1251206029591055,0.11160849603754763,Yangtze river,2016,5.0,18.0,2016,5.0,18.0,-0.05473935713295364,44.0,22200.0,5000.0,-0.10643934906080102,10000000.0,10411641.0,147000.0,199782.0,60000.0,76173.0,78.76792299752094,"[{""adm2_code"":13312,""adm2_name"":""Dali Bai""}]",2017-03-30,2023-09-25,2016-05-18,2016-05-18,-0.248165637509339,2
2016-0537-PHL,No,nat-geo-ear-gro,Natural,Geophysical,1,13,GLIDE:TC-2024-000161,Dengue,PHL,31,South-eastern Asia,0,Surigao city,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1768779675972035,Moment Magnitude,0.11112317404147908,0.11843532489868315,Yangtze river,2016,3.0,30.0,2016,3.0,30.0,-0.053263202121751695,202.0,22200.0,3000.0,-0.10697548068913075,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""}]",2017-03-30,2023-09-25,2016-03-30,2016-03-30,-0.248165637509339,2
2016-0538-JPN,No,nat-met-ext-hea,Natural,Meteorological,3,15,GLIDE:TC-2024-000161,Dengue,JPN,17,Eastern Asia,0,"Yamanashi, Kawanehoncho,Shizuoka",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2016,8.0,6.0,2016,8.0,8.0,-0.054493331297753314,490.0,22200.0,3000.0,-0.10694329938255323,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2017-03-30,2023-09-25,2016-08-06,2016-08-08,-0.21020354106547148,3
2016-0544-IRN,No,nat-met-sto-lig,Natural,Meteorological,9,22,GLIDE:TC-2024-000161,Dengue,IRN,14,Southern Asia,0,"Golestan, Amol (Mazandaran Province)",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2016,9.0,1.0,2016,9.0,2.0,-0.05424730546255299,44.0,22200.0,2000.0,-0.10677457100431689,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,78.76792299752094,"[{""adm1_code"":33111,""adm1_name"":""Golestan""},{""adm2_code"":40872,""adm2_name"":""Amol""}]",2017-04-03,2023-09-25,2016-09-01,2016-09-02,-0.22918458928740526,4
